fold	epoch	train loss	valid loss
4	45	2.3482369425205083	2.49974740575999
4	46	2.3415006963939935	2.4957152158021927
5	1	2.5348187340097827	2.376766831614077
5	2	2.4510177485384306	2.393626851029694
5	3	2.4316667240191174	2.350178331602365
5	4	2.4204558060094192	2.3644541003741324
5	5	2.4268116027741997	2.375239757820964
5	6	2.4093411762814423	2.3909749439917505
5	7	2.406300056074466	2.352986182551831
5	8	2.4031910957260565	2.4016219465993345
5	9	2.3979876319636833	2.403731356083881
5	10	2.389526312428338	2.373046409804374
5	11	2.392817989616961	2.397096207132563
5	12	2.39372021725753	2.3823844171129167
5	13	2.3786520047725497	2.378528570756316
5	14	2.3805452339820095	2.378279026132077
5	15	2.387654568765547	2.385653597768396
5	16	2.372480186392794	2.3926743320189416
5	17	2.370426958986929	2.360264588147402
5	18	2.3695507617471936	2.3709324500523508
5	19	2.3721140394365037	2.3662005024962127
5	20	2.374892967355835	2.377302100416273
5	21	2.3698914893023617	2.391096796374768
5	22	2.3713939651013254	2.401412159204483
5	23	2.3650930263883585	2.3740164190530777
5	24	2.3664101179350507	2.4088445152156055
5	25	2.3643906857375496	2.385625741444528
5	26	2.3651106271085207	2.4100693580694497
5	27	2.366741908805354	2.3834097664803267
5	28	2.3659214979180923	2.3681520423851907
5	29	2.364889724114975	2.3829603963531554
5	30	2.3650194949411847	2.3897030879743397
5	31	2.3658513102185474	2.386942771729082
5	32	2.3626768755225034	2.3716536024585366
5	33	2.3666423622232218	2.3875681799836457
