fold	epoch	train loss	valid loss
10	7	2.4022469783162737	2.394949456194898
10	8	2.405230149429902	2.3662832737802626
10	9	2.401888591565174	2.372181936160668
10	10	2.3919844734826197	2.3627795910501814
10	11	2.387927920066208	2.374564743542171
10	12	2.3870040336688914	2.376166666304315
10	13	2.3849527898368303	2.359875071298826
10	14	2.377061673348137	2.3906765130016354
10	15	2.3754139381410915	2.372764158082175
10	16	2.387275149123837	2.3570503296552006
10	17	2.3817836849283784	2.366376412915183
10	18	2.379751050435209	2.3745384645628764
10	19	2.36972054795137	2.367486400204105
10	20	2.37724657052232	2.374319361640023
10	21	2.3755395083623796	2.374219387561291
10	22	2.3775917773758057	2.3716326351765984
10	23	2.3778752280745103	2.3769819336337643
10	24	2.3708918842124493	2.375453378353919
10	25	2.376521329131345	2.374728300771513
10	26	2.3698049976368143	2.383858353524775
10	27	2.374377879785213	2.375253527314513
10	28	2.362921335109927	2.4041465037352556
10	29	2.3675270439027907	2.5050478740171953
10	30	2.3756095647534012	2.3745618470898875
10	31	2.37422891740384	2.3699678753639435
10	32	2.3683508057045954	2.3702955195953797
10	33	2.35871687908921	2.366898933490673
10	34	2.3727804434883013	2.3587207981756517
10	35	2.3616339933900012	2.379950884755675
10	36	2.3706489220180527	2.3720735732492035
10	37	2.3612835869922506	2.384404558818657
10	38	2.368761466701733	2.3790372993562605
10	39	2.3664268997628835	2.3735372861782156
10	40	2.3672329182298775	2.3768060565828444
10	41	2.3641376583355753	2.3875030654293674
10	42	2.364376380495443	2.3752564441907658
10	43	2.3674876300882906	2.373600972282303
10	44	2.370738814482878	2.366504375751202
10	45	2.36320259511795	2.4168585180402635
10	46	2.3607204304523215	2.368112721643248
